ID,Name,Amount,CloseDate,CreatedDate,Pipeline
"428908864713","S-Class: Crown Gent Holdings #KXPWI91QQS",4465431,"2026-01-11T17:19:18.418Z","2026-01-09T17:48:22.694Z","default"
"428991362290","S-Class: RapidExpress Esch-sur-Alzette #7P6YBZHHXX",4464809,"2026-01-11T17:25:55.310Z","2026-01-09T18:05:50.968Z","default"
"428921668802","S-Class: Dudelange Partners #0YZU5WZ3B7",4464658,"2026-01-11T17:25:31.058Z","2026-01-09T18:29:28.782Z","default"
"428978916587","S-Class: Pori Freight #UB2777FOO1",4463136,"2026-01-11T17:19:18.107Z","2026-01-09T19:02:21.148Z","default"
"428899938544","S-Class: GlobalSolutions #TLU7LZM22S",4462608,"2026-01-11T17:25:54.989Z","2026-01-09T18:02:44.805Z","default"
"428965788874","S-Class: AssetFinance Drammen #OH1TX9R0FO",4461413,"2026-01-11T17:23:32.177Z","2026-01-09T19:17:13.324Z","default"
"428923413748","S-Class: Prime International #ZUFGPR1QXP",4461169,"2026-01-11T17:21:26.114Z","2026-01-09T18:17:00.826Z","default"
"428807465168","S-Class: GreenCorp Braunschweig #IROHFWFG9A",4460686,"2026-01-11T17:23:31.869Z","2026-01-09T16:23:03.341Z","default"
"428908972270","S-Class: Wind Namur Systems #XTROQLMJ34",4460568,"2026-01-11T17:38:52.777Z","2026-01-09T18:21:42.857Z","default"
"428897782992","S-Class: Credit Partners #7IRITPK21P",4460133,"2026-01-11T17:26:00.148Z","2026-01-09T16:08:05.789Z","default"
"428928435389","S-Class: Salzburg Transport #IYT3P9UJ1Y",4459647,"2026-01-11T17:25:37.501Z","2026-01-09T16:25:37.173Z","default"
"428926973147","S-Class: CrownHoldings Dudelange #5V1N0RBIX3",4457029,"2026-01-11T17:36:48.777Z","2026-01-09T18:18:48.956Z","default"
"428914093300","S-Class: Imperial Biel Suites #4EASL94EU4",4456147,"2026-01-11T17:28:39.337Z","2026-01-09T16:45:34.800Z","default"
"428926653669","S-Class: TechSystems Genf #40U7U4BJXF",4455628,"2026-01-11T17:31:09.283Z","2026-01-09T16:38:58.516Z","default"
"428950972633","S-Class: FastLogistics Villach #B54T3HQWRD",4454939,"2026-01-11T17:30:43.648Z","2026-01-09T17:13:22.030Z","default"
"428803871932","S-Class: Swift Luzern Chain #VKVKJDUEU4",4454005,"2026-01-11T17:28:39.751Z","2026-01-09T16:23:48.639Z","default"
"428995083513","S-Class: ValueGroup #0T1QT31FSX",4452889,"2026-01-11T17:31:09.650Z","2026-01-09T18:53:38.272Z","default"
"428983779531","S-Class: CareClinic Klagenfurt #C644RUNDWE",4451828,"2026-01-11T17:38:53.101Z","2026-01-09T16:21:02.941Z","default"
"428904981738","S-Class: GreenCorp #AZYR5SV8EZ",4450127,"2026-01-11T17:38:51.799Z","2026-01-09T16:09:29.487Z","default"
"428926699707","S-Class: Capital Klagenfurt Realty #1O4DQ15SCS",4449849,"2026-01-11T17:35:13.661Z","2026-01-09T16:55:02.001Z","default"
"428924945646","S-Class: SuperRetail #XDZ7D315JM",4449738,"2026-01-11T17:40:57.522Z","2026-01-09T17:01:50.126Z","default"
"428995241181","S-Class: Supreme Build #FD1MI8NWGY",4448498,"2026-01-11T17:34:55.706Z","2026-01-09T19:39:30.012Z","default"
"428809474290","S-Class: Best Ettelbruck Trading #NGM5N7HR12",4448410,"2026-01-11T17:41:08.543Z","2026-01-09T17:34:12.763Z","default"
"428923589862","S-Class: Elite Leuven Factory #8PO33PE0W8",4446487,"2026-01-11T17:35:13.323Z","2026-01-09T18:56:00.277Z","default"
"428992890042","S-Class: Direct Bremen Transport #RNFYRC5AH4",4446315,"2026-01-11T17:44:58.358Z","2026-01-09T16:55:47.552Z","default"
"428956434618","S-Class: Zürich Solutions #0W6M54J7ND",4446292,"2026-01-11T17:36:48.460Z","2026-01-09T17:25:28.252Z","default"
"428965617899","S-Class: Med Groningen Systems #A7X49QV3R8",4445003,"2026-01-11T17:46:58.220Z","2026-01-09T18:28:08.333Z","default"
"428894359769","S-Class: DataSolutions Wien #AUZ5921OSJ",4444794,"2026-01-11T17:42:54.443Z","2026-01-09T17:05:33.835Z","default"
"428965672183","S-Class: PrimeDistribution #1JFVAFIC6Z",4444422,"2026-01-11T17:41:08.213Z","2026-01-09T18:44:12.379Z","default"
"429000282361","S-Class: Precision Espoo Solutions #QO2C35A9G7",4444201,"2026-01-11T17:44:58.732Z","2026-01-09T19:46:18.515Z","default"
"428917785845","S-Class: Genf Health #A9CDNN8F76",4443881,"2026-01-11T17:44:47.656Z","2026-01-09T17:15:56.079Z","default"
"428899779827","S-Class: Kiel Suites #J853WX7NFJ",4443629,"2026-01-11T17:44:41.281Z","2026-01-09T17:14:26.601Z","default"
"428809666779","S-Class: Life Solutions #7KGCCJ3D9D",4443370,"2026-01-11T17:42:57.365Z","2026-01-09T18:36:24.648Z","default"
"429000268992","S-Class: Fredrikstad Lodge #NHX0B6J1Q3",4441631,"2026-01-11T17:44:59.040Z","2026-01-09T19:44:05.054Z","default"
"428959761623","S-Class: Pro Graz Industries #5NUJ9O2CPL",4440392,"2026-01-11T17:46:58.540Z","2026-01-09T16:09:03.746Z","default"
"428898215159","S-Class: UrbanInternational #VC5YH6HNPA",4438442,"2026-01-11T17:46:55.985Z","2026-01-09T18:22:41.260Z","default"
"428993237190","S-Class: WorldDistribution Groningen #WVNFMDCH0I",4438098,"2026-01-11T17:51:01.100Z","2026-01-09T18:56:23.676Z","default"
"428894396627","S-Class: Global Freight #PKT79NCDIA",4437217,"2026-01-11T17:48:58.701Z","2026-01-09T17:16:13.866Z","default"
"428985888999","S-Class: Asset Ettelbruck Services #S06HCQZXJG",4436001,"2026-01-11T17:51:23.348Z","2026-01-09T18:06:25.238Z","default"
"428898188510","S-Class: FinanceHoldings #SK21JNB6TN",4435935,"2026-01-11T17:55:14.244Z","2026-01-09T18:12:48.703Z","default"
"428996596956","S-Class: Antwerpen Technologies #EGM3PZH9UN",4434221,"2026-01-11T17:48:57.391Z","2026-01-09T17:38:50.699Z","default"
"428984158415","S-Class: PowerSystems Charleroi #N06XRMG6ZW",4434139,"2026-01-11T17:51:16.596Z","2026-01-09T18:10:05.594Z","default"
"428801997031","S-Class: ImperialCollection #SOGLI4TG0M",4433830,"2026-01-11T17:51:22.663Z","2026-01-09T16:11:46.665Z","default"
"428908866790","S-Class: Prime Ettelbruck Retail #6GYN8E2TYI",4432941,"2026-01-11T17:51:23.024Z","2026-01-09T17:50:12.446Z","default"
"428899969273","S-Class: Master Systems #EP0F9SOF4D",4431941,"2026-01-11T17:55:37.187Z","2026-01-09T18:11:38.945Z","default"
"428899734721","S-Class: CreditCapital #W35K0CFR5Z",4431651,"2026-01-11T17:55:12.221Z","2026-01-09T16:55:46.535Z","default"
"428921564377","S-Class: Capital Lüttich Finance #CAPGJ67H5G",4428940,"2026-01-11T17:59:15.349Z","2026-01-09T18:03:41.089Z","default"
"428965319920","S-Class: Bio Plus #DGIOCH8FIP",4428145,"2026-01-11T17:55:39.379Z","2026-01-09T16:59:45.957Z","default"
"428909089981","S-Class: Crown Living #O2JNCCXZ30",4427797,"2026-01-11T17:55:37.522Z","2026-01-09T18:52:29.666Z","default"
"428899820751","S-Class: PrimeEstates #KTLTX14N54",4427591,"2026-01-11T17:55:14.561Z","2026-01-09T17:27:07.668Z","default"
"428994849982","S-Class: EquityManagement Differdange #SF8VQCJDW6",4425992,"2026-01-11T17:58:08.212Z","2026-01-09T17:44:45.750Z","default"
"428989243592","S-Class: Aachen Partners #TTN0VX4Y2N",4425267,"2026-01-11T17:58:14.886Z","2026-01-09T16:46:30.732Z","default"
"428923550945","S-Class: Master Dudelange Group #E1JPHURX5Z",4424732,"2026-01-11T18:01:30.204Z","2026-01-09T18:44:07.880Z","default"
"428961863867","S-Class: Cure Differdange Medical #35TJQ5RHSU",4424421,"2026-01-11T17:58:13.589Z","2026-01-09T17:39:16.262Z","default"
"428925280504","S-Class: Mechelen Solutions #GPM6TSSATW",4423949,"2026-01-11T18:01:20.700Z","2026-01-09T18:40:33.199Z","default"
"428963711199","S-Class: Dudelange Advisory #EFQOSR83D0",4423037,"2026-01-11T18:01:21.043Z","2026-01-09T17:55:54.409Z","default"
"428809404626","S-Class: PowerGeneration Berlin #34LIPWEN8C",4422853,"2026-01-11T18:01:19.996Z","2026-01-09T17:12:16.250Z","default"
"428963789025","S-Class: Mart Chain #1WVJALEKRB",4422790,"2026-01-11T18:01:30.517Z","2026-01-09T18:24:12.612Z","default"
"424229111008","Allianz Campus Unterföhring - Smart Building [HS-111008]",3400000,"2026-01-05T11:17:32.867Z","2026-01-05T11:17:32.867Z","default"
"428156031191","Siemens Gamesa - Smart Factory Setup",2998241,"2026-01-09T05:39:41.234Z","2026-01-09T05:39:41.234Z","default"
"428205480146","Hella GmbH & Co. KGaA - Smart Factory",2946568,"2026-01-09T04:55:16.797Z","2026-01-09T04:55:16.797Z","default"
"424229109965","TeamViewer SE - Smart Factory [HS-109965]",2900175,"2026-01-05T11:17:32.867Z","2026-01-05T11:17:32.867Z","default"
"428735563988","TeamViewer SE - Smart Factory [HS-109965]",2900175,"2026-01-09T11:26:01.641Z","2026-01-09T11:26:01.641Z","default"
"427537174743","Beckhoff Automation - Smart Factory",2888317,"2026-01-09T03:55:23.716Z","2026-01-09T03:55:23.716Z","default"
"427753683165","Instone Real Estate - Smart Factory",2871823,"2026-01-09T05:36:20.049Z","2026-01-09T05:36:20.049Z","default"
"424229110981","ThyssenKrupp AG - Smart Factory [HS-110981]",2747660,"2026-01-05T11:17:32.867Z","2026-01-05T11:17:32.867Z","default"
"428735563962","ThyssenKrupp AG - Smart Factory [HS-110981]",2747660,"2026-01-09T11:26:01.641Z","2026-01-09T11:26:01.641Z","default"
"424229110002","DB Schenker - Smart Factory [HS-110002]",2733526,"2026-01-05T11:17:32.867Z","2026-01-05T11:17:32.867Z","default"
"428735561977","DB Schenker - Smart Factory [HS-110002]",2733526,"2026-01-09T11:26:01.641Z","2026-01-09T11:26:01.641Z","default"
"424229110997","Sartorius AG - Smart Factory [HS-110997]",2721328,"2026-01-05T11:17:32.867Z","2026-01-05T11:17:32.867Z","default"
"428735562983","Sartorius AG - Smart Factory [HS-110997]",2721328,"2026-01-09T11:26:01.641Z","2026-01-09T11:26:01.641Z","default"
"428205480139","ThyssenKrupp AG - Smart Factory",2715904,"2026-01-09T04:55:16.797Z","2026-01-09T04:55:16.797Z","default"
"428061204697","Jenoptik AG - Smart Factory",2681672,"2026-01-09T04:57:26.105Z","2026-01-09T04:57:26.105Z","default"
"424229109958","Deichmann SE - Smart Factory [HS-109958]",2643857,"2026-01-05T11:17:32.867Z","2026-01-05T11:17:32.867Z","default"
"428735562994","Deichmann SE - Smart Factory [HS-109958]",2643857,"2026-01-09T11:26:01.641Z","2026-01-09T11:26:01.641Z","default"
"424229110988","Aroundtown SA - Smart Factory [HS-110988]",2579483,"2026-01-05T11:17:32.867Z","2026-01-05T11:17:32.867Z","default"
"428735563971","Aroundtown SA - Smart Factory [HS-110988]",2579483,"2026-01-09T11:26:01.641Z","2026-01-09T11:26:01.641Z","default"
"428061204710","Targobank AG - Smart Factory Setup",2531980,"2026-01-09T04:57:26.105Z","2026-01-09T04:57:26.105Z","default"
"424229109999","B. Braun Melsungen - Smart Factory [HS-109999]",2512222,"2026-01-05T11:17:32.867Z","2026-01-05T11:17:32.867Z","default"
"428735563969","B. Braun Melsungen - Smart Factory [HS-109999]",2512222,"2026-01-09T11:26:01.641Z","2026-01-09T11:26:01.641Z","default"
"428325971159","Globus SB-Warenhaus - Smart Factory",2500344,"2026-01-09T05:34:11.683Z","2026-01-09T05:34:11.683Z","default"
"424229111001","Mainova AG - Smart Factory Setup [HS-111001]",2383488,"2026-01-05T11:17:32.867Z","2026-01-05T11:17:32.867Z","default"
"428735563967","Mainova AG - Smart Factory Setup [HS-111001]",2383488,"2026-01-09T11:26:01.641Z","2026-01-09T11:26:01.641Z","default"
